Age,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,JobStability,IncomePerYearWorked,PromotionWaitTime,AgeGroup,OvertimeImpact,YearsLeftForRetirement,PromotionFrequency,DistanceEffect,OvertimePayRatio,WorkLifeBalanceImpact,YearsInRoleVsYearsAtCompany,JobSatisfactionPerformance,RelativeIncomeToDeptAvg,PerformancePerSatisfaction,SatisfactionPerformanceRatio,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,MaritalStatus_Married,MaritalStatus_Single,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,Attrition
42,544,2,1,3,0,52,3,1,3,2696,24017,1,1,11,3,3,80,1,4,5,3,3,2,1,0,4.0,898.6666666666666,2,0.0,False,18,1.5,1088,0.0003709198813056,3,0.6666666666666666,9,-3958.507936507936,1.0,1.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
32,1062,2,3,3,1,75,3,1,2,2370,3956,1,0,13,3,3,80,1,8,4,3,8,0,0,7,8.0,296.25,8,0.0,False,28,8.0,2124,0.0,0,0.0,6,-3911.2528616024974,1.5,0.6666666666666666,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
48,530,29,1,1,1,91,3,3,3,12504,23978,3,0,21,4,2,80,1,15,3,1,0,0,0,0,5.0,12504.0,0,0.0,False,12,0.0,15370,0.0,0,0.0,12,5544.82735426009,1.3333333333333333,0.75,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
37,1319,6,3,3,0,51,4,2,1,5974,17001,4,1,13,3,1,80,2,13,2,3,7,7,6,7,3.25,853.4285714285714,1,0.0,False,23,1.0,7914,0.0001673920321392,3,1.0,3,-307.25286160249743,3.0,0.3333333333333333,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
30,641,25,2,4,1,85,3,2,3,4736,6069,7,1,12,3,2,80,1,4,2,4,2,2,2,2,0.5714285714285714,2368.0,0,0.0,True,30,0.6666666666666666,16025,0.0002111486486486,4,1.0,9,-2223.17264573991,1.0,1.0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
26,933,1,3,3,0,57,3,2,3,5296,20156,1,0,17,3,2,80,1,8,3,3,8,7,7,7,8.0,662.0,1,0.0,False,34,1.0,933,0.0,0,0.875,9,-1663.17264573991,1.0,1.0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
42,1332,2,4,1,0,98,2,2,4,6781,17078,3,0,23,4,2,80,0,14,6,3,1,0,0,0,4.666666666666667,6781.0,1,0.0,False,18,1.0,2664,0.0,0,0.0,16,499.74713839750257,1.0,1.0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
21,756,1,1,1,1,99,2,1,2,2174,9150,1,1,11,3,3,80,0,3,3,3,3,2,1,2,3.0,724.6666666666666,2,0.0,False,39,1.5,756,0.0004599816007359,3,0.6666666666666666,6,-4785.17264573991,1.5,0.6666666666666666,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1
36,845,1,5,4,1,45,3,2,4,6653,15276,4,0,15,3,2,80,0,7,6,3,1,0,0,0,1.75,6653.0,1,0.0,False,24,1.0,845,0.0,0,0.0,12,-306.17264573991,0.75,1.3333333333333333,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
36,541,3,4,1,0,48,2,3,4,9699,7246,4,0,11,3,1,80,1,16,2,3,13,9,1,12,4.0,746.0769230769231,12,0.0,False,24,6.5,1623,0.0,0,0.6923076923076923,12,2739.82735426009,0.75,1.3333333333333333,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
57,593,1,4,4,0,88,3,2,3,6755,2967,2,0,11,3,3,80,0,15,2,3,3,2,1,2,7.5,2251.6666666666665,2,0.0,False,3,1.5,593,0.0,0,0.6666666666666666,9,473.74713839750257,1.0,1.0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
40,1171,10,4,4,1,46,4,1,3,2213,22495,3,1,13,3,3,80,1,10,3,3,7,7,1,7,3.333333333333333,316.1428571428572,6,0.0,False,20,3.5,11710,0.000451875282422,3,1.0,9,-4068.2528616024974,1.0,1.0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
21,895,9,2,1,0,39,3,1,4,2610,2851,1,0,24,4,3,80,0,3,3,2,3,2,2,2,3.0,870.0,1,0.0,False,39,1.0,8055,0.0,0,0.6666666666666666,16,-4349.17264573991,1.0,1.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
33,350,5,3,4,1,34,3,1,3,2851,9150,1,1,13,3,2,80,0,1,2,3,1,0,0,0,1.0,2851.0,1,0.0,False,27,1.0,1750,0.0003507541213609,3,0.0,9,-4108.17264573991,1.0,1.0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1
37,921,10,3,3,1,98,3,1,1,3452,17663,6,0,20,4,2,80,1,17,3,3,5,4,0,3,2.833333333333333,690.4,5,0.0,False,23,5.0,9210,0.0,0,0.8,4,-2829.252861602497,4.0,0.25,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
46,1144,7,4,3,1,30,3,2,3,5258,16044,2,0,14,3,3,80,0,7,2,4,1,0,0,0,3.5,5258.0,1,0.0,False,14,1.0,8008,0.0,0,0.0,9,-1023.2528616024974,1.0,1.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
41,143,4,3,1,0,56,3,2,2,9355,9558,1,0,18,3,3,80,0,8,5,3,8,7,7,7,8.0,1169.375,1,0.0,False,19,1.0,572,0.0,0,0.875,6,2395.82735426009,1.5,0.6666666666666666,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
50,1046,10,3,4,0,100,2,3,4,10496,2755,6,0,15,3,4,80,0,20,2,3,4,3,1,3,3.333333333333333,2624.0,3,0.0,False,10,2.0,10460,0.0,0,0.75,12,4214.747138397503,0.75,1.3333333333333333,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
40,575,22,2,3,0,68,2,2,3,6380,6110,2,1,12,3,1,80,2,8,6,3,6,4,1,0,4.0,1063.3333333333333,5,0.0,True,20,3.0,12650,0.0001567398119122,3,0.6666666666666666,9,-579.17264573991,1.0,1.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
31,408,9,4,3,0,42,2,1,2,2657,7551,1,1,16,3,4,80,0,3,5,3,2,2,2,2,3.0,1328.5,0,0.0,False,29,0.6666666666666666,3672,0.0003763643206624,3,1.0,6,-3624.2528616024974,1.5,0.6666666666666666,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
21,156,12,3,3,1,90,4,1,2,2716,25422,1,0,15,3,4,80,0,1,0,3,1,0,0,0,1.0,2716.0,1,0.0,False,39,1.0,1872,0.0,0,0.0,6,-4243.17264573991,1.5,0.6666666666666666,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
29,1283,23,3,4,0,54,3,1,4,2201,18168,9,0,16,3,4,80,0,6,4,3,3,2,1,2,0.6666666666666666,733.6666666666666,2,0.0,False,31,1.5,29509,0.0,0,0.6666666666666666,12,-4080.2528616024974,0.75,1.3333333333333333,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
35,755,9,4,3,0,97,2,2,2,6540,19394,9,0,19,3,3,80,0,10,5,3,1,1,0,0,1.1111111111111112,6540.0,1,0.0,False,25,1.0,6795,0.0,0,1.0,6,258.74713839750257,1.5,0.6666666666666666,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
27,1469,1,2,4,0,82,3,1,2,3816,17881,1,0,11,3,2,80,1,5,2,3,5,2,0,4,5.0,763.2,5,0.0,False,33,5.0,1469,0.0,0,0.4,6,-2465.252861602497,1.5,0.6666666666666666,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
28,304,9,4,2,0,92,3,2,4,5253,20750,1,0,16,3,4,80,0,7,1,3,7,5,0,7,7.0,750.4285714285714,7,0.0,False,32,7.0,2736,0.0,0,0.7142857142857143,12,-1706.17264573991,0.75,1.3333333333333333,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
49,1261,7,3,2,0,31,2,3,3,10965,12066,8,0,24,4,3,80,0,26,2,3,5,2,0,0,3.25,2193.0,5,0.0,False,11,5.0,8827,0.0,0,0.4,12,4683.747138397503,1.3333333333333333,0.75,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
51,1178,14,2,3,1,87,3,2,4,4936,14862,4,0,11,3,3,80,1,18,2,2,7,7,0,7,4.5,705.1428571428571,7,0.0,False,9,7.0,16492,0.0,0,1.0,12,-2023.17264573991,0.75,1.3333333333333333,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
36,329,2,3,4,1,96,3,1,3,2543,11868,4,0,13,3,2,80,1,6,3,3,2,2,2,2,1.5,1271.5,0,0.0,False,24,0.6666666666666666,658,0.0,0,1.0,9,-3738.2528616024974,1.0,1.0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
34,1362,19,3,1,0,67,4,2,4,5304,4652,8,1,13,3,2,80,0,9,3,2,5,2,0,4,1.125,1060.8,5,0.0,True,26,5.0,25878,0.0001885369532428,2,0.4,12,-1655.17264573991,0.75,1.3333333333333333,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
55,1311,2,3,3,1,97,3,4,4,16659,23258,2,1,13,3,3,80,0,30,2,3,5,4,1,2,15.0,3331.8,4,0.0,False,5,2.5,2622,6.002761270184285e-05,3,0.8,12,10377.747138397504,0.75,1.3333333333333333,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
24,1371,10,4,4,1,77,3,2,3,4260,5915,1,1,12,3,4,80,1,5,2,4,5,2,0,3,5.0,852.0,5,0.0,False,36,5.0,13710,0.0002347417840375,4,0.4,9,-2699.17264573991,1.0,1.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
30,202,2,1,3,0,72,3,1,2,2476,17434,1,0,18,3,1,80,1,1,3,3,1,0,0,0,1.0,2476.0,1,0.0,False,30,1.0,404,0.0,0,0.0,6,-4483.17264573991,1.5,0.6666666666666666,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
26,575,3,1,3,0,73,3,1,1,3102,6582,1,0,22,4,3,80,0,7,2,3,6,4,0,4,7.0,517.0,6,0.0,False,34,6.0,1725,0.0,0,0.6666666666666666,4,-3179.252861602497,4.0,0.25,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
22,253,11,3,1,1,43,3,1,2,2244,24440,1,0,13,3,4,80,1,2,1,3,2,1,1,2,2.0,1122.0,1,0.0,False,38,1.0,2783,0.0,0,0.5,6,-4037.2528616024974,1.5,0.6666666666666666,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
36,164,2,2,2,0,61,2,3,3,7596,3809,1,0,13,3,2,80,2,10,2,3,10,9,9,0,10.0,759.6,1,0.0,False,24,1.0,328,0.0,0,0.9,9,636.82735426009,1.0,1.0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
30,464,4,3,3,0,40,3,1,4,2285,3427,9,1,23,4,3,80,0,3,4,3,1,0,0,0,0.3333333333333333,2285.0,1,0.0,False,30,1.0,1856,0.0004376367614879,3,0.0,16,-3996.2528616024974,1.0,1.0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
37,1107,14,3,4,1,95,3,1,1,3034,26914,1,0,12,3,3,80,1,18,2,2,18,7,12,17,18.0,168.55555555555554,6,0.0,False,23,1.3846153846153846,15498,0.0,0,0.3888888888888889,3,-3247.252861602497,3.0,0.3333333333333333,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
40,759,2,2,4,1,46,3,2,2,5715,22553,7,0,12,3,3,80,2,8,5,3,5,4,1,3,1.1428571428571428,1143.0,4,0.0,False,20,2.5,1518,0.0,0,0.8,6,-1244.17264573991,1.5,0.6666666666666666,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
42,201,1,4,2,1,95,3,1,1,2576,20490,3,0,16,3,2,80,1,8,5,3,5,2,1,2,2.6666666666666665,515.2,4,0.0,False,18,2.5,201,0.0,0,0.4,3,-3705.2528616024974,3.0,0.3333333333333333,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
37,1305,10,4,3,0,49,3,2,2,4197,21123,2,1,12,3,4,80,0,18,2,2,1,0,0,1,9.0,4197.0,1,0.0,False,23,1.0,13050,0.0002382654276864,2,0.0,6,-2084.252861602497,1.5,0.6666666666666666,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
43,982,12,3,1,0,59,2,4,2,14336,4345,1,0,11,3,3,80,1,25,3,3,25,10,3,9,25.0,573.44,22,0.0,False,17,6.25,11784,0.0,0,0.4,6,8054.747138397503,1.5,0.6666666666666666,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
40,555,2,3,2,1,78,2,2,3,3448,13436,6,0,22,4,2,80,1,20,3,3,1,0,0,0,3.333333333333333,3448.0,1,0.0,False,20,1.0,1110,0.0,0,0.0,12,-2833.252861602497,1.3333333333333333,0.75,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
54,821,5,2,1,0,86,3,5,1,19406,8509,4,0,11,3,3,80,1,24,4,2,4,2,1,2,6.0,4851.5,3,0.0,False,6,2.0,4105,0.0,0,0.5,3,13124.747138397504,3.0,0.3333333333333333,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
34,1381,4,4,3,1,72,3,2,3,6538,12740,9,0,15,3,1,80,1,6,3,3,3,2,1,2,0.6666666666666666,2179.333333333333,2,0.0,False,26,1.5,5524,0.0,0,0.6666666666666666,9,-421.17264573991,1.0,1.0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
31,480,7,2,2,1,31,3,2,1,4306,4156,1,0,12,3,2,80,1,13,5,1,13,10,3,12,13.0,331.2307692307692,10,0.0,False,29,3.25,3360,0.0,0,0.7692307692307693,3,-1975.2528616024968,3.0,0.3333333333333333,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
43,313,21,3,4,0,61,3,1,4,2258,15238,7,0,20,4,1,80,1,8,1,3,3,2,1,2,1.1428571428571428,752.6666666666666,2,0.0,False,17,1.5,6573,0.0,0,0.6666666666666666,16,-4023.2528616024974,1.0,1.0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
43,1473,8,4,3,1,74,3,2,3,4522,2227,4,1,14,3,4,80,0,8,3,3,5,2,0,2,2.0,904.4,5,0.0,False,17,5.0,11784,0.0002211410880141,3,0.4,9,-1759.2528616024974,1.0,1.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
25,891,4,2,2,1,99,2,2,4,4487,12090,1,1,11,3,2,80,0,5,3,3,5,4,1,3,5.0,897.4,4,0.0,False,35,2.5,3564,0.0002228660574994,3,0.8,12,-2472.17264573991,0.75,1.3333333333333333,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
37,1063,25,5,2,1,72,3,2,3,4449,23866,3,1,15,3,1,80,2,15,2,3,13,11,10,7,5.0,342.2307692307692,3,0.0,True,23,1.181818181818182,26575,0.0002247696111485,3,0.8461538461538461,9,-1832.2528616024968,1.0,1.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
31,329,1,2,4,0,98,2,1,1,2218,16193,1,0,12,3,3,80,1,4,3,3,4,2,3,2,4.0,554.5,1,0.0,False,29,1.0,329,0.0,0,0.5,3,-4063.2528616024974,3.0,0.3333333333333333,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
39,1218,1,1,2,0,52,3,5,3,19197,8213,1,1,14,3,3,80,1,21,3,3,21,8,1,6,21.0,914.1428571428572,20,0.0,False,21,10.5,1218,5.2091472625931135e-05,3,0.3809523809523809,9,12915.747138397504,1.0,1.0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
56,906,6,3,3,1,86,4,4,1,13212,18256,9,0,11,3,4,80,3,36,0,2,7,7,7,7,4.0,1887.428571428572,0,0.0,False,4,0.875,5436,0.0,0,1.0,3,6252.82735426009,3.0,0.3333333333333333,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
30,1082,12,3,2,1,83,3,2,3,6577,19558,1,0,11,3,2,80,0,6,6,3,5,4,4,4,6.0,1315.4,1,0.0,False,30,1.0,12984,0.0,0,0.8,9,-382.17264573991,1.0,1.0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
41,645,1,3,2,0,49,4,3,1,8392,19566,1,0,16,3,3,80,1,10,2,3,10,7,0,7,10.0,839.2,10,0.0,False,19,10.0,645,0.0,0,0.7,3,1432.82735426009,3.0,0.3333333333333333,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
28,1300,17,2,3,0,79,3,2,1,4558,13535,1,0,12,3,4,80,1,10,2,3,10,0,1,8,10.0,455.8,9,0.0,False,32,5.0,22100,0.0,0,0.0,3,-1723.2528616024974,3.0,0.3333333333333333,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
25,688,3,3,1,0,91,3,1,1,4031,9396,5,0,13,3,3,80,1,6,5,3,2,2,0,2,1.2,2015.5,2,0.0,False,35,2.0,2064,0.0,0,1.0,3,-2250.252861602497,3.0,0.3333333333333333,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
52,319,3,3,4,0,39,2,3,3,7969,19609,2,1,14,3,3,80,0,28,4,3,5,4,0,4,14.0,1593.8,5,0.0,False,8,5.0,957,0.0001254862592546,3,0.8,9,1687.7471383975026,1.0,1.0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
45,192,10,2,1,0,69,3,1,4,2654,9655,3,0,21,4,4,80,2,8,3,2,2,2,0,2,2.6666666666666665,1327.0,2,0.0,False,15,2.0,1920,0.0,0,1.0,16,-3627.2528616024974,1.0,1.0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
52,1490,4,2,4,1,30,3,4,4,16555,10310,2,0,13,3,4,80,0,31,2,1,5,2,1,4,15.5,3311.0,4,0.0,False,8,2.5,5960,0.0,0,0.4,12,10273.747138397504,0.75,1.3333333333333333,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
42,532,29,2,1,1,92,3,2,3,4556,12932,2,0,11,3,2,80,1,19,3,3,5,4,0,2,9.5,911.2,5,0.0,False,18,5.0,15428,0.0,0,0.8,9,-1725.2528616024974,1.0,1.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30,317,2,3,3,1,43,1,2,4,6091,24793,2,0,20,4,3,80,0,11,2,3,5,4,0,2,5.5,1218.2,5,0.0,False,30,5.0,634,0.0,0,0.8,16,-190.25286160249743,1.0,1.0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
60,422,7,3,1,1,41,3,5,1,19566,3854,5,0,11,3,4,80,0,33,5,1,29,8,11,10,6.6,674.6896551724138,18,0.0,False,0,2.4166666666666665,2954,0.0,0,0.2758620689655172,3,13284.747138397504,3.0,0.3333333333333333,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
46,1485,18,3,3,1,87,3,2,3,4810,26314,2,0,14,3,3,80,1,19,5,2,10,7,0,8,9.5,481.0,10,0.0,False,14,10.0,26730,0.0,0,0.7,9,-1471.2528616024974,1.0,1.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
42,1368,28,4,4,1,88,2,2,4,4523,4386,1,0,11,3,4,80,3,7,4,4,6,5,0,4,7.0,753.8333333333334,6,0.0,False,18,6.0,38304,0.0,0,0.8333333333333334,12,-1758.2528616024974,0.75,1.3333333333333333,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
24,1448,1,1,1,1,62,3,1,2,3202,21972,1,1,16,3,2,80,0,6,4,3,5,3,1,4,6.0,640.4,4,0.0,False,36,2.5,1448,0.000312304809494,3,0.6,6,-3757.17264573991,1.5,0.6666666666666666,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1
34,296,6,2,4,1,33,1,1,3,2351,12253,1,0,16,3,4,80,1,3,3,2,2,2,1,0,3.0,1175.5,1,0.0,False,26,1.0,1776,0.0,0,1.0,9,-4608.17264573991,1.0,1.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
38,1490,2,2,4,0,42,3,1,4,1702,12106,1,1,23,4,3,80,1,1,3,3,1,0,0,0,1.0,1702.0,1,0.0,False,22,1.0,2980,0.0005875440658049,3,0.0,16,-4579.252861602497,1.0,1.0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
40,1398,2,4,3,1,79,3,5,3,18041,13022,1,0,14,3,4,80,0,21,2,3,20,15,1,12,21.0,902.05,19,0.0,False,20,10.0,2796,0.0,0,0.75,9,11081.827354260093,1.0,1.0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
26,1349,23,3,1,1,90,3,1,4,2886,3032,1,0,22,4,2,80,2,3,3,1,3,2,0,2,3.0,962.0,3,0.0,False,34,3.0,31027,0.0,0,0.6666666666666666,16,-3395.252861602497,1.0,1.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30,1400,3,3,3,0,53,3,1,4,2097,16734,4,0,15,3,3,80,1,9,3,1,5,3,1,4,2.25,419.4,4,0.0,False,30,2.5,4200,0.0,0,0.6,12,-4184.252861602497,0.75,1.3333333333333333,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
29,986,3,4,2,0,93,2,3,3,11935,21526,1,0,18,3,3,80,0,10,2,3,10,2,0,7,10.0,1193.5,10,0.0,False,31,10.0,2958,0.0,0,0.2,9,5653.747138397503,1.0,1.0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
29,408,25,5,3,1,71,2,1,2,2546,18300,5,0,16,3,2,80,0,6,2,4,2,2,1,1,1.2,1273.0,1,0.0,False,31,1.0,10200,0.0,0,1.0,6,-3735.2528616024974,1.5,0.6666666666666666,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1
19,489,2,2,1,0,52,2,1,4,2564,18437,1,0,12,3,3,80,0,1,3,4,1,0,0,0,1.0,2564.0,1,0.0,False,41,1.0,978,0.0,0,0.0,12,-4090.507936507936,0.75,1.3333333333333333,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
30,1398,22,4,3,1,69,3,3,1,8412,2890,1,0,11,3,3,80,0,10,3,3,9,8,7,8,10.0,934.6666666666666,2,0.0,False,30,1.125,30756,0.0,0,0.8888888888888888,3,1452.82735426009,3.0,0.3333333333333333,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
57,210,29,3,1,0,56,2,4,4,14118,22102,3,0,12,3,3,80,1,32,3,2,1,0,0,0,10.666666666666666,14118.0,1,0.0,False,3,1.0,6090,0.0,0,0.0,12,7158.82735426009,0.75,1.3333333333333333,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
50,1099,29,4,2,0,88,2,4,3,17046,9314,1,0,15,3,2,80,1,28,2,3,27,10,15,7,28.0,631.3333333333334,12,0.0,False,10,1.6875,31871,0.0,0,0.3703703703703703,9,10764.747138397504,1.0,1.0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
30,1116,2,3,3,1,49,3,1,4,2564,7181,1,0,14,3,3,80,0,12,2,2,11,7,6,7,12.0,233.0909090909091,5,0.0,False,30,1.5714285714285714,2232,0.0,0,0.6363636363636364,12,-3717.2528616024974,0.75,1.3333333333333333,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
60,1499,28,3,3,1,80,2,3,1,10266,2845,4,0,19,3,4,80,0,22,5,4,18,13,13,11,5.5,570.3333333333334,5,0.0,False,0,1.2857142857142858,41972,0.0,0,0.7222222222222222,3,3306.82735426009,3.0,0.3333333333333333,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
47,983,2,2,1,1,65,3,2,4,5070,7389,5,0,13,3,3,80,3,20,2,3,5,0,0,4,4.0,1014.0,5,0.0,False,13,5.0,1966,0.0,0,0.0,12,-1211.2528616024974,0.75,1.3333333333333333,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
46,1009,2,3,1,0,51,3,4,3,17861,2288,6,0,13,3,3,80,0,26,2,1,3,2,0,1,4.333333333333333,5953.666666666667,3,0.0,False,14,3.0,2018,0.0,0,0.6666666666666666,9,11579.747138397504,1.0,1.0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
35,144,22,3,4,0,46,1,1,3,4230,19225,1,0,15,3,3,80,0,6,2,3,5,4,4,3,6.0,846.0,1,0.0,False,25,1.0,3168,0.0,0,0.8,9,-2051.252861602497,1.0,1.0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
54,548,8,4,3,1,42,3,2,3,3780,23428,7,0,11,3,3,80,0,19,3,3,1,0,0,0,2.7142857142857144,3780.0,1,0.0,False,6,1.0,4384,0.0,0,0.0,9,-2501.252861602497,1.0,1.0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
34,1303,2,4,4,0,62,2,1,3,2768,8416,3,0,12,3,3,80,1,14,3,3,7,3,5,7,4.666666666666667,395.4285714285714,2,0.0,False,26,1.1666666666666667,2606,0.0,0,0.4285714285714285,9,-3513.252861602497,1.0,1.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
46,1125,10,3,3,1,94,2,3,4,9071,11563,2,1,19,3,3,80,1,15,3,3,3,2,1,2,7.5,3023.6666666666665,2,0.0,False,14,1.5,11250,0.0001102414287289,3,0.6666666666666666,12,2111.82735426009,0.75,1.3333333333333333,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
31,1274,9,1,3,0,33,3,3,2,10648,14394,1,0,25,4,4,80,1,13,6,4,13,8,0,8,13.0,819.0769230769231,13,0.0,False,29,13.0,11466,0.0,0,0.6153846153846154,8,4366.747138397503,2.0,0.5,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
